MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,label
13.372768674427224,13.372768674427224,0.06265290375409438,-4.6268590167548505,0.7113563505694322,16.64,369.778,354.658,369.09680782000004,132,0,0.4516014518283097,-0.36416944617670705,0.4516014518283097,0.36416944617670705,1.12,1.88,2.6,35.49569167535546,9.954601228502321,2.379167946586037,-2.232375181387344,2.328467241178524,-2.23206917699178,6.3078001193493956,-0.1449771650889215,3.023074322141532,1.931390882358952,930.7961186570849,17.60408352775558,13.145647256727983,13.901576202746439,11.931671556017463,8.114382117503432,8.492346590512659,6.253100770743413,6.689536551215398,4.48503170328253,4.720128806070268,3.3271733713145175,3.4935169263558126,-2.09,667627.8255990244,16.38230541965992,6.014326315266731,2.9884516510940533,145.75712382420426,5.316788604006331,0.0,5.817862777835028,11.471581718767656,0.0,6.176298517443475,4.400694606261793,4.9839785209472085,13.171245143024459,10.197363616602075,30.863404759010542,31.04074445123685,11.064474142889287,11.033401435232523,13.171245143024459,34.09938132406779,0.0,19.582036743811077,0.0,44.32224746122149,5.316788604006331,29.046139017126087,0.0,0.0,5.316788604006331,18.98910792085949,0.0,11.600939890232516,25.62387757295904,6.176298517443475,0.0,37.92851261262998,18.19910120538483,5.022633313741326,16.68057865600025,0.0,55.11,12.000703015443403,13.171245143024459,0.0,17.205718767531952,16.357196809192615,30.083981097965832,12.487188691387619,12.13273413692322,0.0,20.498130741555613,11.600939890232516,41.103795205065495,5.969286550585101,4.473533005794911,10.705305561975836,0.696475681321912,-0.7559414105148226,4.828075431818817,0.6739144183971915,0.0,0.0,0.4375,25,1,5,1,0,1,1,2,3,5,1,9,2,1,0,1,4,4.694300000000002,88.79570000000002,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.814823318216174,11.814823318216174,0.08261290627362095,-1.0750531987486351,0.641689576911514,10.545454545454545,296.28200000000004,284.186,296.07970686399995,110,0,0.3613124274659025,-0.4775833404934467,0.4775833404934467,0.3613124274659025,1.0909090909090908,1.7727272727272727,2.5454545454545454,16.39362553568184,10.116720275702484,2.148279599913193,-2.126811475159459,2.303848867484531,-2.112244471196733,6.007188259987489,0.06977460174591993,2.517404150477551,2.218089906442971,930.8222785684458,15.689869965382485,11.368110889598182,11.368110889598182,10.57538740046941,6.48347905165177,6.48347905165177,4.650090449666264,4.650090449666264,3.265446184498821,3.265446184498821,2.212121361596475,2.212121361596475,-3.2799999999999994,116034.70950796176,13.691586589347207,5.249208713107638,2.2640127509152883,124.34695162860619,20.574134413062566,11.270406416325805,0.0,0.0,0.0,11.594891607029837,0.0,9.589074368143644,0.0,0.0,24.26546827384644,24.26546827384644,5.386224214464796,16.93822404106412,14.318215515965875,34.00070846810957,0.0,0.0,0.0,0.0,11.050456081168516,64.51451154253968,0.0,0.0,16.6760424002465,17.062158824050687,0.0,0.0,11.075832682792555,0.0,0.0,10.357988675768818,57.742624668818046,0.0,10.969244356107037,0.0,105.56000000000002,11.594891607029837,14.69560176298435,0.0,11.250837766380558,22.34401690547416,0.0,6.06636706846161,42.46456947923127,0.0,5.316788604006331,10.150818414215532,5.111603599773242,0.0,23.090751133786846,12.766508251448727,6.169608843537416,-1.0750531987486351,13.269914703535736,0.0,0.0,0.0,0.0,22,4,6,0,0,0,2,1,3,5,3,6,3,0,0,0,3,2.817,83.58040000000004,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.86923553371966,5.86923553371966,0.6809676030906192,0.6809676030906192,0.5550125597931367,10.823529411764707,224.267,212.171,224.106196384,84,0,0.13808190140007168,-0.3987282325962916,0.3987282325962916,0.13808190140007168,0.9411764705882353,1.7058823529411764,2.411764705882353,14.928523149116009,10.176988841578307,2.0612828438740585,-1.9612768310043616,2.2379649652862548,-1.8560073898822438,5.888146677297658,1.3364764191604956,2.751744406420923,2.1801999707618385,667.4522523288844,11.828062645816685,9.143366018206592,9.143366018206592,8.237183443017884,5.339948005591796,5.339948005591796,3.9508258212225944,3.9508258212225944,2.7280302478189116,2.7280302478189116,1.8320410136734493,1.8320410136734493,-2.4899999999999998,14154.973226629229,9.715920755036773,3.5195192579952623,1.5938855765428015,98.27875165328246,16.45131347527158,11.341105215616189,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,6.06636706846161,36.39820241076966,11.250837766380558,11.204086992299825,0.0,22.40817398459965,0.0,9.967957041894417,0.0,0.0,11.46733495432437,42.46456947923127,0.0,11.387855989696924,11.46733495432437,11.374772549367124,0.0,0.0,9.967957041894417,0.0,0.0,0.0,42.46456947923127,0.0,22.421257424929443,0.0,80.72,0.0,0.0,0.0,0.0,5.687386274683562,28.108643699613005,0.0,0.0,42.46456947923127,9.967957041894417,11.46733495432437,0.0,0.0,7.731016628873771,0.0,15.685346487360375,0.8036111111111113,13.28002577265474,0.0,0.0,0.0,0.0,17,5,4,0,0,0,2,1,3,3,3,4,1,0,0,0,3,2.3943,70.3545,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.892697467876038,12.892697467876038,0.006891481901402763,0.006891481901402763,0.6906835498062516,17.464285714285715,375.47200000000026,350.27200000000016,375.19467704,144,0,0.2463251858885963,-0.3962951238428577,0.3962951238428577,0.2463251858885963,1.1428571428571428,1.9642857142857142,2.7857142857142856,16.25029888476445,9.990461410739783,2.2452594737451976,-2.3442677322955237,2.274880600715607,-2.4289207315941694,5.949789921169344,-0.12931934752716215,3.117980126827017,1.6763256617583027,975.9359362867307,19.346724214874865,15.867946589858496,15.867946589858496,13.77518824547867,9.900336770578324,9.900336770578324,7.185607957693429,7.185607957693429,5.390443447405566,5.390443447405566,3.9816736800401222,3.9816736800401222,-2.9199999999999995,4470534.962003563,18.443625295249227,8.398833686561648,3.7089081597296394,164.46433575082034,10.006437125691184,5.693927994848461,0.0,5.907179729351506,0.0,0.0,4.794537184071822,4.5153978936156225,5.098681808301038,0.0,36.39820241076966,43.89204073546114,42.5932458614144,5.516700717616262,9.901064578912528,17.49990055380165,0.0,14.513989432767138,0.0,31.725127320852,13.151638370425493,66.36725171783684,0.0,11.257379486545457,0.0,0.0,0.0,0.0,44.7211757565328,4.794537184071822,0.0,31.246737983401033,60.80380022613984,0.0,22.8501003109956,0.0,57.84,0.0,9.901064578912528,0.0,18.555902523012385,6.4208216229260096,48.14475297054932,0.0,6.076020106833881,70.21910785060595,0.0,5.098681808301038,1.849149017618985,0.0,14.79955498866213,14.037230372902167,3.794123998479609,0.006891481901402763,16.095739496757474,9.21045904544569,0.8735182648992103,0.0,0.30434782608695654,28,1,5,0,1,1,1,2,3,4,1,5,5,0,1,1,4,3.7780000000000036,110.71680000000005,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.41169951160752,10.41169951160752,0.16042083963214937,-1.298134185773075,0.4412320584261192,24.703703703703702,367.3650000000001,350.2290000000001,367.12805402399994,138,0,0.18986042646078258,-0.3935668538993477,0.3935668538993477,0.18986042646078258,1.1111111111111112,1.8888888888888888,2.5925925925925926,16.56268421970025,10.12562130526309,2.4443429383699313,-2.1728063413923726,2.3277030074860536,-2.328868412299216,5.82200799628538,-0.051399856626444786,3.1936221741194335,1.8583485449856745,1026.6482860221954,18.965890847321383,14.096703201236005,14.096703201236005,13.096555450524587,8.277874549625185,8.277874549625185,6.0814176698223115,6.0814176698223115,4.36940133237218,4.36940133237218,2.998324473494722,2.998324473494722,-3.0300000000000007,2284474.5880798097,17.387139218255523,6.939893607345864,3.0057389236888836,153.63236392995924,25.790112615484354,24.639219238009446,29.034046384953815,0.0,0.0,0.0,4.567099647791355,14.951935562841626,0.0,0.0,24.119535524240476,18.053168455778867,5.563451491696996,6.606881964512918,20.056445138322168,16.98174071621902,0.0,19.519035210632982,0.0,24.539800333979777,12.340549441675103,48.04701140676952,0.0,11.840868637711289,5.733667477162185,5.817862777835028,0.0,0.0,59.757398522912915,4.736862953800049,11.840868637711289,17.615757160431794,36.65915541707259,0.0,11.16387793838399,0.0,139.54000000000002,31.146682298492696,15.319582184522117,0.0,11.642267275834955,11.16387793838399,5.563451491696996,10.894419722555895,0.0,30.33183534230805,26.79280420055291,10.470530430962235,7.089289965986396,0.0,12.486935727612135,29.855299175590897,7.293477096863642,6.326299209498615,9.307622724905858,-3.2512915763055563,-0.44096565748531824,0.0,0.2777777777777778,27,5,9,0,1,1,1,2,3,9,4,9,2,0,1,1,4,-0.5802000000000005,95.16680000000001,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.645514459476054,13.645514459476054,0.1485333105413369,-1.077799192178188,0.19582872984229793,11.1,540.5800000000002,512.3560000000003,540.2121179960001,204,0,0.3412221183494891,-0.48191844651553145,0.48191844651553145,0.3412221183494891,0.825,1.375,1.925,16.50233326126572,10.126854225356645,2.1824933830565696,-2.118051478406684,2.2183947644283464,-2.4051408001320143,5.754203675996324,-0.1388130724444773,3.394400238741364,1.522660159515846,1768.5231409370526,28.225039392385707,21.540285218442786,21.540285218442786,19.278897338676074,12.654986887913271,12.654986887913271,9.363580788054964,9.363580788054964,6.561840044699524,6.561840044699524,4.410407400353765,4.410407400353765,-5.319999999999999,1195265105.2004414,26.29361645789866,11.196350754449075,5.726511627906976,227.834176968708,26.294703823912336,17.22109355205156,12.123582682129179,0.0,5.559266895052007,11.659048686155323,13.928736479654532,14.573052889090853,0.0,0.0,24.26546827384644,72.4994827769389,30.02773685288927,0.0,14.637927532712576,28.50795577570296,0.0,19.102156337477126,0.0,25.93115605767717,18.074216918837287,104.76139246633248,0.0,17.137367822980828,27.4532082013799,11.374772549367124,5.749511833283905,0.0,36.7848709847826,30.725693241748992,0.0,11.126902983393991,82.38547918968298,0.0,22.551733928080914,0.0,171.25,23.82519754572025,14.383611552215466,0.0,12.061457123528836,53.54571724488027,11.126902983393991,9.13419929558271,48.53093654769288,24.26546827384644,9.967957041894417,21.310725302965125,7.9504390738046595,0.0,45.62764120712042,8.817240492402291,15.017544531603043,-0.29863700111024594,21.35226053834031,1.0033725696863596,0.030138588153164614,0.0,0.1724137931034483,40,6,11,0,0,0,3,2,5,9,4,11,10,0,0,0,5,2.6664999999999996,152.29729999999984,1,0,0,2,0,4,1,0,1,1,1,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.104701396003254,6.104701396003254,0.27006578878873255,0.27006578878873255,0.4659732318550989,11.464285714285714,434.3010000000001,418.1730000000001,433.065055612,138,0,0.2249222868375031,-0.3676264189558573,0.3676264189558573,0.2249222868375031,0.9285714285714286,1.7142857142857142,2.5,79.9187312492324,10.149606968014297,2.153361258175228,-2.0040611023309967,2.2359741978696164,-2.0267716118780466,9.102998890336636,0.6195771051119978,3.322413688861818,1.544753665107096,1273.1666762647853,19.087211190881025,14.826312569467959,16.41230910858266,13.669836433395455,8.865217741620222,9.658216011177574,6.512768037235024,7.428443566026714,4.602522865618192,5.131188378656428,3.177628643472901,3.441961399992019,-3.2599999999999993,5517067.27517638,16.880589035477044,6.720360951035623,3.011473898331225,168.517369958225,5.733667477162185,0.0,17.118758939535383,5.948339280986494,0.0,0.0,4.681802935145185,4.9839785209472085,14.598058222863868,5.098681808301038,58.39451337718062,24.117007251546223,22.77777098505506,5.386224214464796,0.0,38.558861834936096,0.0,29.3625214872573,0.0,12.965578028838586,5.733667477162185,70.83031819529698,0.0,11.387855989696924,5.733667477162185,5.948339280986494,0.0,15.929943897949348,29.3625214872573,12.965578028838586,0.0,5.563451491696996,65.26686670359999,0.0,28.068434645697174,0.0,86.92,0.0,0.0,0.0,5.948339280986494,17.118758939535383,28.38797325083279,5.563451491696996,4.5153978936156225,53.34321598598953,43.24402017242185,10.717645998109393,4.462376326525407,3.4440576270783745,9.095812543770695,9.933035890192725,9.516549223968246,0.8724135259781909,18.164184803844485,2.8447600320983533,0.7501433598768557,0.0,0.1,28,2,7,0,0,0,2,3,5,7,1,8,4,0,0,0,5,3.7284000000000015,111.76740000000001,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.929243699553181,12.929243699553181,0.2597445491817785,-0.2843037559659476,0.3069316871409511,11.25,538.4090000000002,518.2490000000003,537.09127036,176,0,0.2575196504942295,-0.29022119811983776,0.29022119811983776,0.2575196504942295,0.8611111111111112,1.5833333333333333,2.3333333333333335,79.91873137518944,10.149600282411123,2.18831211415535,-2.056201674235113,2.249476412295109,-2.1592198962003155,9.103002247304094,0.10209561948076436,3.5360927590481044,1.4295741442462586,1676.5616292909992,24.484552416379554,19.043961936690327,20.629958475805033,17.636162928584238,11.441350354780303,12.234348624337654,8.298325494254213,9.2140010230459,5.838803993727413,6.367469506765649,4.001521376707603,4.26585413322672,-4.369999999999999,362835932.01913947,22.116650152497822,9.349636055765556,4.360612187663437,214.31089986532467,0.0,0.0,17.118758939535383,5.948339280986494,5.907179729351506,0.0,14.793128723223337,4.9839785209472085,14.598058222863868,5.098681808301038,76.59361458256546,36.249741388469445,28.341222476752055,5.386224214464796,4.794537184071822,44.4660415642876,0.0,29.3625214872573,0.0,12.965578028838586,5.316788604006331,106.72560502930206,0.0,11.387855989696924,5.316788604006331,5.948339280986494,0.0,15.929943897949348,35.26970121660881,12.965578028838586,0.0,15.921440167465814,95.59870204590807,0.0,28.068434645697174,0.0,90.0,0.0,4.794537184071822,0.0,11.855519010338,29.22696683714495,21.843216844920214,5.563451491696996,16.648132030538843,71.54231719137437,48.56080877642818,4.9839785209472085,4.402928681402187,3.465882188584504,22.388943085097623,13.016226341916727,3.6740187524148196,0.5069645403154259,27.008388685380613,2.766858486215379,0.686455905339383,0.0,0.07407407407407407,36,1,8,0,0,0,3,3,6,7,1,9,6,0,0,0,6,5.398500000000004,141.75019999999984,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.446719168295578,12.446719168295578,0.05422438086805026,-1.2442470403519394,0.39420399754066854,26.794117647058822,470.48600000000005,444.27800000000025,470.19138255199994,180,0,0.4096650495023471,-0.4445400061066472,0.4445400061066472,0.4096650495023471,1.1764705882352942,2.0,2.764705882352941,16.564393561176797,10.128342334160912,2.4366089848216603,-2.1776110859621474,2.31977020238711,-2.3267569099983727,5.8258883060810565,-0.051066370988670354,3.571238622410504,1.239448281694987,1143.3752457325984,23.65612529163337,18.2661907715995,18.2661907715995,16.546045193307766,11.070094459982881,11.070094459982881,8.391318642172841,8.391318642172841,6.142508870050236,6.142508870050236,4.301466868395461,4.301466868395461,-3.3200000000000003,97408747.54100667,22.471133035071684,9.504931211763115,4.276764389349489,194.3319483285065,35.01000642697902,31.24610120252236,23.20964188695389,0.0,0.0,6.093240070938415,4.567099647791355,19.746472746913447,0.0,0.0,30.33183534230805,11.984273114623004,19.13135364097311,12.934202039277459,29.58784527619403,23.074980787157433,0.0,24.418944941483456,0.0,43.60934475056666,25.0131833803444,48.549926983534135,0.0,0.0,5.316788604006331,10.61239996190685,0.0,0.0,89.88190196567496,16.080607872113017,0.0,18.212174285357875,42.98647549183713,0.0,11.16387793838399,0.0,155.09,31.146682298492696,20.11411936859394,0.0,18.741962864599294,36.49207515097018,5.563451491696996,17.22173979732044,4.899909730850478,30.33183534230805,20.268724166847957,9.473725907600098,12.51768069329123,0.0,27.01707737062223,33.06550741908168,1.798778636956913,0.48610768406944493,9.460537659789235,-1.150669629498598,0.8049801656878655,0.0,0.45454545454545453,34,4,12,0,2,2,1,2,3,11,4,12,6,0,2,2,5,0.26079999999999975,118.56010000000003,0,3,3,0,0,4,0,0,0,0,1,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.90755250162891,12.90755250162891,0.022387479377017794,-1.243566837651535,0.3849105751446981,31.305555555555557,496.52400000000017,468.30000000000024,496.207032616,190,0,0.4101734502245084,-0.4445261284314211,0.4445261284314211,0.4101734502245084,1.1388888888888888,1.9722222222222223,2.75,16.564544046202894,9.953832606793826,2.4956559678420893,-2.245937418988954,2.400172823993542,-2.3987009868709714,5.827472442620194,-0.05106638759862101,3.660524713731865,1.1728408338388623,1240.3198301421146,24.810825830012618,19.420891309978753,19.420891309978753,17.54604519330777,12.10386662170459,12.10386662170459,9.507691376289383,9.507691376289383,7.424968012888701,7.424968012888701,5.651417559525059,5.651417559525059,-3.3200000000000003,346392993.78783876,23.100990709562254,9.281885363184918,3.8595778509774092,206.0560014037705,35.01000642697902,31.24610120252236,23.20964188695389,0.0,0.0,6.093240070938415,4.567099647791355,19.746472746913447,0.0,0.0,30.33183534230805,24.825916360475023,6.041840829147961,25.01788369757338,29.58784527619403,23.074980787157433,0.0,24.418944941483456,0.0,68.53466965471459,11.923670568519249,48.549926983534135,0.0,0.0,5.316788604006331,10.61239996190685,0.0,0.0,88.87607081214573,16.080607872113017,0.0,31.053817531209894,42.98647549183713,0.0,11.16387793838399,0.0,155.09,31.146682298492696,20.11411936859394,0.0,30.825644522895217,16.98174071621902,24.825916360475023,17.22173979732044,0.0,35.23174507315853,20.268724166847957,9.473725907600098,12.758758098796847,0.0,27.865972637062136,33.38056880416679,1.8482044211594826,0.5144873136990744,9.664958010688176,0.8179782314043691,-0.184260850310213,0.0,0.5,36,4,12,0,3,3,1,2,3,11,4,12,6,0,3,3,6,0.7917999999999998,125.63610000000001,0,3,3,0,0,4,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
